NATIONAL_ID,FIRST_NAME, LAST_NAME,STUDENT_ID,ADDRESS,EMAIL,PHONE,PROGRAM,PROGRAM_BM,DATE_CONVO_LANG1,DATE_CONVO_LANG2,RESULT,BATCH,STATUS,NATIONALITY,RELIGION,GENDER,RACE,ENTRANCE_SESSION,SERIAL_NUMBER,STATUS_DETAIL
C061,Test Recipient Name 15060,Test Recipient Name 15060,41598,333-A KAMPUNG RAJA BARANGCHENDERINGKUALA TERENGGANU,15060icertrecipient@yopmail.com,-,MASTER OF EDUCATION,IJAZAH SARJANA MUDA TEKNOLOGI MAKANAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.2,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,128,All criteria passed
C062,Test Recipient Name 15061,Test Recipient Name 15061,41080,"NO, 762 JLN JELAWAT MAMBANG DIAWAN 31950KAMPAR, PERAKKAMPAR",15061icertrecipient@yopmail.com,194582180,MASTER OF EDUCATION,IJAZAH SARJANA MUDA TEKNOLOGI MAKANAN DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.49,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,INDIA,JUL-2015,129,All criteria passed
C063,Test Recipient Name 15062,Test Recipient Name 15062,39634,428 PERMATANG TINGGI CKEPALA BATAS,15062icertrecipient@yopmail.com,1112555425,MASTER OF EDUCATION,IJAZAH AEGROTAT SARJANA MUDA DIETETIK DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.36,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,130,All criteria passed
C064,Test Recipient Name 15063,Test Recipient Name 15063,40360,KG.LEMBAH PENGHULU KOB BERIS KUBOR BESARBACHOK,15063icertrecipient@yopmail.com,1114897303,MASTER OF EDUCATION,IJAZAH ANUMERTA SARJANA MUDA PENGAJIAN ISLAM (USULUDDIN) DENGAN KEPUJIAN,14/10/2019,14/10/2019,3.05,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,131,All criteria passed
C065,Test Recipient Name 15064,Test Recipient Name 15064,43252,"NO 10, JALAN SAUJANA 2/9 ,TAMAN SAUJANA SEKSYEN 2MELAKA",15064icertrecipient@yopmail.com,102162129,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN (DENGAN CEMERLANG),15/10/2019,15/10/2019,3.8,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,132,Robe return date is null
C066,Test Recipient Name 15065,Test Recipient Name 15065,43054,"NO. 11, JALAN DPK 1, DESA PERMAI KUNDURSEREMBAN",15065icertrecipient@yopmail.com,178790780,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN (DENGAN CEMERLANG),15/10/2019,15/10/2019,3.81,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,133,All criteria passed
C067,Test Recipient Name 15066,Test Recipient Name 15066,43857,1379-B KAMPUNG KOLAM KUALA IBAIKUALA TERENGGANU,15066icertrecipient@yopmail.com,199511330,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN (DENGAN CEMERLANG),15/10/2019,15/10/2019,3.74,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,134,All criteria passed
C068,Test Recipient Name 15067,Test Recipient Name 15067,43657,"LOT 5550, TAMAN SERI BALI,PASIR PUTEH",15067icertrecipient@yopmail.com,148491547,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN (DENGAN CEMERLANG),15/10/2019,15/10/2019,3.78,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,135,Robe return date is null
C069,Test Recipient Name 15068,Test Recipient Name 15068,43763,"NO. 11, LALUAN DESA PUTRA 24, DESA PUTRAINDAHIPOH",15068icertrecipient@yopmail.com,182216410,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN (DENGAN CEMERLANG),15/10/2019,15/10/2019,3.82,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,136,Robe return date is null
C070,Test Recipient Name 15069,Test Recipient Name 15069,43985,"LOT 2802-51,NO.16,LORONG CHANGKAT,BATU 6 3/4,GOMBAKKUALA LUMPUR",15069icertrecipient@yopmail.com,126048765,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN (DENGAN CEMERLANG),15/10/2019,15/10/2019,3.85,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,137,All criteria passed
C071,Test Recipient Name 15070,Test Recipient Name 15070,43834,"NO 189, JALAN 8/5, SEKSYEN 8BANDAR BARU BAN",15070icertrecipient@yopmail.com,172293318,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN (DENGAN CEMERLANG),15/10/2019,15/10/2019,3.88,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,138,Robe return date is null
C072,Test Recipient Name 15071,Test Recipient Name 15071,44328,"NO. 147, KAMPUNG PAYA BARU,LAYANG-LAYANG,KLUANG",15071icertrecipient@yopmail.com,177851590,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN (DENGAN CEMERLANG),15/10/2019,15/10/2019,3.7,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,139,Robe return date is null
C073,Test Recipient Name 15072,Test Recipient Name 15072,43664,"NO.17, KAMPUNG SUNGAI DINAR, 82030,SERKAT, PONTIAN, JOHORPONTIAN",15072icertrecipient@yopmail.com,137820465,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN (DENGAN CEMERLANG),15/10/2019,15/10/2019,3.88,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,140,All criteria passed
C074,Test Recipient Name 15073,Test Recipient Name 15073,43899,lot 2425 gong kekabuseberang barohkuala terengganu,15073icertrecipient@yopmail.com,96235267,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.05,2019,1,WARGANEGARA,ISLAM,LELAKI,MELAYU,JUL-2016,141,All criteria passed
C075,Test Recipient Name 15074,Test Recipient Name 15074,44155,"21, LRG. ILMU 12, TMN. ILMUNIBONG TEBAL",15074icertrecipient@yopmail.com,125786326,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.2,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,142,All criteria passed
C076,Test Recipient Name 15075,Test Recipient Name 15075,41425,"NO 44 LORONG 37, TAMAN SERI INDERAPURAKM 15 JALAN  KUATAN-PEKANKUANTAN",15075icertrecipient@yopmail.com,-,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,2.85,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,143,Robe return date is null
C077,Test Recipient Name 15076,Test Recipient Name 15076,44395,"NO 49, JALAN PULAI JAYA 3, BANDAR PULAIJAYAKG KEPAYANG",15076icertrecipient@yopmail.com,165016229,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.39,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,144,Robe return date is null
C078,Test Recipient Name 15077,Test Recipient Name 15077,43067,NO.22 JLN.6 TMN. BT.CAVES 68100 BT.CAVESSELANGORBATU CAVES,15077icertrecipient@yopmail.com,1132716395,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.18,2019,0,WARGANEGARA,ISLAM,LELAKI,MELAYU,JUL-2016,145,Robe return date is null
C079,Test Recipient Name 15078,Test Recipient Name 15078,43375,"KAMPUNG RAGANAN , PETI SURAT 276TUARAN",15078icertrecipient@yopmail.com,198938701,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.6,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,BAJAU,JUL-2016,146,Robe return date is null
C080,Test Recipient Name 15079,Test Recipient Name 15079,43470,126 KAMPUNG BANGGOL TOK KU SERADAKUALA TERENGGANU,15079icertrecipient@yopmail.com,145230027,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,2.9,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,147,Robe return date is null
C081,Test Recipient Name 15080,Test Recipient Name 15080,44172,"LOT 1461, JALAN SPD 3,TAMAN SRI PAYA DALAMMELAKA",15080icertrecipient@yopmail.com,123412664,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.59,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,148,Robe return date is null
C082,Test Recipient Name 15081,Test Recipient Name 15081,39870,"NO 16, JALAN KELADAN IMPIAN 3 ,TMN KELADAN IMPIAN ,TEMERLOH",15081icertrecipient@yopmail.com,1125534663,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,2.5,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,149,Robe return date is null
C083,Test Recipient Name 15082,Test Recipient Name 15082,43336,"KAMPUNG BELUKAR LUAS,NAKAALOR SETAR",15082icertrecipient@yopmail.com,1126403084,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.24,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,150,Robe return date is null
C084,Test Recipient Name 15083,Test Recipient Name 15083,44319,"NO.5,JALAN RAMBUTAN,KAMPUNG PASIRJOHOR BAHRU",15083icertrecipient@yopmail.com,133559101,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.18,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,151,Robe return date is null
C085,Test Recipient Name 15084,Test Recipient Name 15084,44434,NO 18 LORONG SEMAMBU BARU 49KUANTAN,15084icertrecipient@yopmail.com,1137886402,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.6,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,152,Robe return date is null
C086,Test Recipient Name 15085,Test Recipient Name 15085,43667,"24, JALAN RIMBA RIANG 9/3A SEKSYEN 9KOTA DAMANSARAPETALING JAYA",15085icertrecipient@yopmail.com,193867708,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.33,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,153,Robe return date is null
C087,Test Recipient Name 15086,Test Recipient Name 15086,43401,"PETI SURAT 348, RPT BATU MENGKEBANG,18000 KUALA KRAI, KELANTANKUALA KRAI",15086icertrecipient@yopmail.com,1123885944,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.54,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,154,Robe return date is null
C088,Test Recipient Name 15087,Test Recipient Name 15087,43880,NO.22 JALAN MUTIARA 11TAMAN MUTIARABATU PAHAT,15087icertrecipient@yopmail.com,74557525,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.48,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,155,Robe return date is null
C089,Test Recipient Name 15088,Test Recipient Name 15088,43604,"LOT 2546 KAMPUNG TOK KAYA,CABANG TIGAKUALA TERENGGANU",15088icertrecipient@yopmail.com,1123000601,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.46,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,156,Robe return date is null
C090,Test Recipient Name 15089,Test Recipient Name 15089,43835,LOT 3153 KAMPUNG KUBANG KIAT 16450KETEREH KELANTANKETEREH,15089icertrecipient@yopmail.com,199303239,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,2.94,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,157,Robe return date is null
C091,Test Recipient Name 15090,Test Recipient Name 15090,44107,"NO 19, JALAN DESA TAMBUN, DESA TAMBUNIPOH",15090icertrecipient@yopmail.com,174019753,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.25,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,158,Robe return date is null
C092,Test Recipient Name 15091,Test Recipient Name 15091,43393,"LOT 2399-2 KAMPUNG TITIAN BERAYUN,24100 KIJAL , KEMAMAN, TERENGGANUKEMAMAN",15091icertrecipient@yopmail.com,179027308,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.14,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,159,Robe return date is null
C093,Test Recipient Name 15092,Test Recipient Name 15092,41795,108 M.1 T.MANANGTAYO A.MAUNGJ.NARATHIWATNARATHIWAT,15092icertrecipient@yopmail.com,-,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,2.63,2019,0,BUKAN WARGANEGARA,ISLAM,PEREMPUAN,BANGSA ASIA,DIS-2015,160,Robe return date is null
C094,Test Recipient Name 15093,Test Recipient Name 15093,43385,"LOT 216, KAMPUNG KUBANG BEMBANPASIR MAS",15093icertrecipient@yopmail.com,1119981013,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.39,2019,0,WARGANEGARA,ISLAM,LELAKI,MELAYU,JUL-2016,161,Robe return date is null
C095,Test Recipient Name 15094,Test Recipient Name 15094,42995,"NO.1,PERUMAHAN AWAM 1,TAMAN SENAWI,31800,TG. TUALANG,PERAKBATU GAJAH",15094icertrecipient@yopmail.com,134909957,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.23,2019,0,WARGANEGARA,ISLAM,LELAKI,MELAYU,JUL-2016,162,Robe return date is null
C096,Test Recipient Name 15095,Test Recipient Name 15095,43033,LOT1506HILIR MASJID KAMPUNG PAUH SEMBILANBACHOK,15095icertrecipient@yopmail.com,179622799,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.07,2019,0,WARGANEGARA,ISLAM,LELAKI,MELAYU,JUL-2016,163,Robe return date is null
C097,Test Recipient Name 15096,Test Recipient Name 15096,43760,"NO 20, KAMPUNG BINJUL DALAM,TAWARKUALA KETIL",15096icertrecipient@yopmail.com,-,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.1,2019,0,WARGANEGARA,ISLAM,LELAKI,MELAYU,JUL-2016,164,Robe return date is null
C098,Test Recipient Name 15097,Test Recipient Name 15097,44226,802 MUKIM 11TELUK KUMBARBAYAN LEPAS,15097icertrecipient@yopmail.com,135276094,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.58,2019,0,WARGANEGARA,ISLAM,LELAKI,MELAYU,JUL-2016,165,Outstanding debt: RM 10.00
C099,Test Recipient Name 15098,Test Recipient Name 15098,43645,NO 40 JALAN 1/7F SEKSYEN 1BANDAR BARU BANGI,15098icertrecipient@yopmail.com,1110687120,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.01,2019,0,WARGANEGARA,ISLAM,LELAKI,MELAYU,JUL-2016,166,Outstanding debt: RM 5.00
C100,Test Recipient Name 15099,Test Recipient Name 15099,43132,NO. 76A KAMPUNG AMPANGSIMPANG PELANGAIBENTONG,15099icertrecipient@yopmail.com,196218053,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.52,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,219,Robe return date is null
C101,Test Recipient Name 15100,Test Recipient Name 15100,43218,"17, LRG PAUH JAYA 3/5TAMAN PAUH JAYASEBERANG PRAI",15100icertrecipient@yopmail.com,135986484,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.54,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,220,Robe return date is null
C102,Test Recipient Name 15101,Test Recipient Name 15101,43891,NO 48 JALAN DESA 10/4BANDAR COUNTRY HOMESRAWANG,15101icertrecipient@yopmail.com,122100239,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.4,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,221,Robe return date is null
C103,Test Recipient Name 15102,Test Recipient Name 15102,43016,"8071, PERMATANG HAJI HASSANKEPALA BATAS",15102icertrecipient@yopmail.com,175820147,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.05,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,222,Robe return date is null
C104,Test Recipient Name 15103,Test Recipient Name 15103,41340,"LOT 746,KAMPUNG PEROLKOTA BHARU",15103icertrecipient@yopmail.com,199311302,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.13,2019,1,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,223,All criteria passed
C105,Test Recipient Name 15104,Test Recipient Name 15104,44413,27 KAMPUNG TITI BARUMUKIM BUKIT TINGGIKEPALA BATAS,15104icertrecipient@yopmail.com,-,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.08,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,224,Robe return date is null
C106,Test Recipient Name 15105,Test Recipient Name 15105,38329,"6501-B,KG.PADANG NENAS,MENGABANG TELIPOT21030,KUALA TERENGGANUKUALA TERENGGANU",15105icertrecipient@yopmail.com,-,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,2.51,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2014,225,Robe return date is null
C107,Test Recipient Name 15106,Test Recipient Name 15106,40397,KG JEREK BARUGUA MUSANG,15106icertrecipient@yopmail.com,139744321,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.12,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,226,Robe return date is null
C108,Test Recipient Name 15107,Test Recipient Name 15107,40934,NO.1 JALAN MURSIDPARIT 9 1/2 BARATSUNGAI BESAR,15107icertrecipient@yopmail.com,133914354,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,2.77,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2015,227,Robe return date is null
C109,Test Recipient Name 15108,Test Recipient Name 15108,42962,265 BLOK 11 JALAN BUNGA KEMUNINGFELDA PEMANIS 1SEGAMAT,15108icertrecipient@yopmail.com,177564642,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.47,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,228,Robe return date is null
C110,Test Recipient Name 15109,Test Recipient Name 15109,43135,NO 174 JALAN PERSIARAN NAKHODA TAMANSERI NAKHODA SATUMERSING,15109icertrecipient@yopmail.com,177244150,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.14,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,229,Robe return date is null
C111,Test Recipient Name 15110,Test Recipient Name 15110,44166,"1451-D, LORONG HAJI DA,BATU BURUK,KUALA TERENGGANU",15110icertrecipient@yopmail.com,139749804,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.44,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,230,Robe return date is null
C112,Test Recipient Name 15111,Test Recipient Name 15111,43291,"162, LRG MERBAU 2, KG MELAYU AMPANGAMPANG",15111icertrecipient@yopmail.com,193454132,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.26,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,231,Robe return date is null
C113,Test Recipient Name 15112,Test Recipient Name 15112,43167,"SU 76,JALAN BIDARA SETIA 4,TAMAN BIDARA SETIA,MASJID TANAH",15112icertrecipient@yopmail.com,136264597,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.19,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,232,Robe return date is null
C114,Test Recipient Name 15113,Test Recipient Name 15113,43041,NO 1 JALAN DAHLIA 19TAMAN DAHLIAJOHOR BAHRU,15113icertrecipient@yopmail.com,1117746267,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.32,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,211,Robe return date is null
C115,Test Recipient Name 15114,Test Recipient Name 15114,43815,NO 7 LORONG 5/8TAMAN BALOK PERDANAKUANTAN,15114icertrecipient@yopmail.com,179020742,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.23,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,212,Robe return date is null
C116,Test Recipient Name 15115,Test Recipient Name 15115,43264,L3/3/01 RUMAH KILANG SAWIT FELDA BUKITKEPAYANGBERA,15115icertrecipient@yopmail.com,199526957,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.26,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,213,Robe return date is null
C117,Test Recipient Name 15116,Test Recipient Name 15116,44466,KAMPUNG BATU BORCHENOR,15116icertrecipient@yopmail.com,179458538,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.27,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,214,Robe return date is null
C118,Test Recipient Name 15117,Test Recipient Name 15117,43350,41A KAMPUNG LARUT TINTAIPING,15117icertrecipient@yopmail.com,134875059,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.54,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,215,Robe return date is null
C119,Test Recipient Name 15118,Test Recipient Name 15118,43798,"7693 C KG PADANG MENGKUANG, BATU 9 1/4,BUKIT PAYONGMARANG",15118icertrecipient@yopmail.com,145367682,MASTER OF EDUCATION,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEWANGAN ISLAM) DENGAN KEPUJIAN,15/10/2019,15/10/2019,3.12,2019,0,WARGANEGARA,ISLAM,PEREMPUAN,MELAYU,JUL-2016,216,Robe return date is null
